filename,EN,MI,SF,AG,SD,CC,SCD,VIF,MSE,PSNR,Qabf,Nabf,SSIM,MS_SSIM
00762N.png,5.325,3.014,8.271,2.101,23.36,0.718,1.708,0.97,0.004,71.838,0.588,0.014,1.034,1.091
00766N.png,6.275,3.701,9.683,2.904,26.811,0.778,1.494,0.99,0.005,71.211,0.579,0.024,1.02,1.092
00770N.png,6.011,3.862,10.246,3.234,29.593,0.745,1.754,1.119,0.008,69.364,0.707,0.018,1.016,1.113
00774N.png,5.03,2.948,7.71,1.881,20.543,0.734,1.839,1.122,0.003,73.171,0.624,0.015,1.011,1.047
00778N.png,6.012,3.796,9.885,3.228,24.74,0.745,1.717,1.086,0.006,70.166,0.702,0.017,1.019,1.094
00782N.png,6.169,3.77,10.344,3.332,28.661,0.707,1.784,1.063,0.008,69.158,0.7,0.016,1.013,1.09
00786N.png,5.661,3.628,8.616,2.891,18.71,0.756,1.602,1.097,0.003,73.317,0.688,0.014,1.007,1.081
00790N.png,5.963,4.2,9.893,3.269,24.531,0.738,1.736,1.087,0.006,70.251,0.723,0.014,0.999,1.068
00794N.png,5.72,3.739,8.951,2.944,22.121,0.758,1.696,1.111,0.004,71.818,0.707,0.013,1.01,1.09
00798N.png,5.26,3.008,7.726,2.074,24.992,0.731,1.809,1.151,0.005,71.318,0.635,0.013,1.027,1.072
00802N.png,5.337,3.339,5.886,1.599,20.482,0.704,1.883,1.179,0.004,72.689,0.592,0.012,1.008,1.038
00806N.png,5.845,3.99,8.102,2.62,26.698,0.756,1.865,1.189,0.006,70.168,0.721,0.015,1.013,1.096
00810N.png,5.804,3.503,6.584,1.986,29.232,0.765,1.796,1.178,0.006,70.148,0.604,0.013,1.018,1.052
00815N.png,5.328,3.143,7.681,2.202,22.99,0.694,1.751,1.075,0.004,71.978,0.628,0.011,1.046,1.077
00819N.png,6.304,4.409,9.44,2.832,33.219,0.627,1.846,1.034,0.012,67.251,0.685,0.01,0.991,1.039
00823N.png,6.315,4.284,8.905,2.541,32.83,0.65,1.845,1.076,0.013,67.092,0.647,0.016,0.986,1.044
00828N.png,6.54,4.248,9.862,3.153,59.569,0.763,1.788,1.065,0.027,63.872,0.651,0.019,1.019,1.075
00832N.png,6.748,4.922,9.144,2.802,45.778,0.602,1.491,1.034,0.025,64.185,0.68,0.009,0.992,1.036
00838N.png,6.734,4.853,8.345,2.421,48.925,0.712,1.564,1.025,0.023,64.438,0.588,0.016,0.947,1.002
00842N.png,5.269,2.968,7.716,2.05,28.414,0.713,1.725,1.236,0.006,70.388,0.643,0.008,1.034,1.134
00846N.png,6.025,4.02,7.458,2.181,30.937,0.646,1.678,1.143,0.009,68.499,0.63,0.02,1.011,1.039
00850N.png,5.715,3.447,10.141,2.766,37.598,0.707,1.844,1.166,0.011,67.688,0.682,0.014,1.023,1.094
00854N.png,5.711,3.732,8.152,2.949,24.904,0.748,1.867,1.127,0.007,69.913,0.731,0.015,1.024,1.087
00858N.png,5.585,3.106,8.282,2.864,22.194,0.693,1.821,1.054,0.005,70.94,0.676,0.013,1.01,1.039
00862N.png,5.656,3.506,9.765,3.444,27.172,0.674,1.901,1.099,0.008,68.972,0.751,0.012,1.002,1.032
00866N.png,5.755,3.227,8.885,3.301,20.645,0.638,1.815,1.048,0.006,70.218,0.713,0.014,1.007,1.046
00870N.png,5.372,3.164,7.688,2.902,15.744,0.691,1.779,1.076,0.003,73.145,0.718,0.012,1.005,1.024
00874N.png,6.041,4.049,11.208,4.209,25.222,0.693,1.887,1.107,0.008,69.112,0.786,0.011,1.001,1.021
00878N.png,5.626,3.103,9.616,3.473,24.238,0.735,1.791,1.037,0.005,71.258,0.679,0.017,1.014,1.035
00882N.png,5.796,2.995,8.309,3.023,23.713,0.76,1.652,0.979,0.004,71.911,0.594,0.019,1.009,1.011
00886N.png,5.897,3.194,7.925,2.833,27.371,0.683,1.808,1.057,0.007,69.926,0.607,0.017,1.006,1.002
00890N.png,7.098,4.794,9.139,2.83,52.537,0.676,1.907,0.983,0.033,62.939,0.552,0.026,0.947,1.001
00894N.png,6.23,3.66,10.111,3.364,37.093,0.663,1.873,1.036,0.013,67.017,0.609,0.021,1.007,1.016
00898N.png,5.658,3.022,8.051,2.769,25.292,0.761,1.641,1.082,0.004,71.682,0.6,0.017,1.031,1.064
